,employer,chill_app,time_chill,work_app,time_work,timestamp,coef
124,John Vest,Twitch,2.5,PgAdmin4,7.5,19-05-2022,1.0
72,Jerome Lawrence,Яндекс.Музыка,2.3,Git,7.7,19-05-2022,1.0
859,Lacie Jennings,Яндекс.Музыка,2.1,PgAdmin4,7.9,19-05-2022,0.5
2374,Nellie Alexander,Twitch,2.4,PgAdmin4,7.6,19-05-2022,1.0
1855,Robert Locke,YouTube,3.0,PyCharm,7.0,19-05-2022,1.0
812,Janel Peeler,Twitch,3.9,Git,6.1,19-05-2022,1.0
2974,Jeanne Taylor,Яндекс.Музыка,2.3,PgAdmin4,7.7,19-05-2022,1.0
2269,Raymond Trevino,Яндекс.Музыка,3.2,PgAdmin4,6.8,19-05-2022,1.0
1191,Howard Barnes,Twitch,3.6,Git,6.4,19-05-2022,1.0
1208,Thersa Willhite,Яндекс.Музыка,3.6,PyCharm,6.4,20-05-2022,1.0
181,Yvette Dugas,YouTube,2.1,PgAdmin4,7.9,20-05-2022,2.5
2771,Max Ceasar,Яндекс.Музыка,3.9,PyCharm,6.1,20-05-2022,0.5
2399,Nellie Alexander,Яндекс.Музыка,3.6,PyCharm,6.4,20-05-2022,0.5
2560,Eliz Urban,YouTube,3.9,PgAdmin4,6.1,20-05-2022,1.0
40,Sandra Cox,Яндекс.Музыка,2.4,PgAdmin4,7.6,20-05-2022,2.0
1671,David Herman,Яндекс.Музыка,3.4,PgAdmin4,6.6,20-05-2022,1.0
1001,Priscilla Boyd,YouTube,8.6,PgAdmin4,1.4,20-05-2022,0.5
2104,Scott Self,YouTube,3.2,Teams,6.8,20-05-2022,0.5
517,Kenneth Harvey,Яндекс.Музыка,3.9,Git,6.1,20-05-2022,0.5
1609,Jerry Joy,YouTube,3.3,PyCharm,6.7,20-05-2022,0.5
2668,Jimmy Williamson,YouTube,2.4,PyCharm,7.6,20-05-2022,1.0
2040,Wilma Harden,Twitch,2.4,PyCharm,7.6,20-05-2022,2.0
2472,Kathryn Ford,Twitch,3.1,PyCharm,6.9,20-05-2022,0.5
2639,Larry Williamson,YouTube,2.6,PgAdmin4,7.4,20-05-2022,1.5
842,Lacie Jennings,Яндекс.Музыка,2.4,PgAdmin4,7.6,20-05-2022,2.5
1319,Ralph Roache,Яндекс.Музыка,3.3,PyCharm,6.7,20-05-2022,0.5
1683,Dorthea Guyton,YouTube,2.8,Teams,7.2,20-05-2022,0.0
2855,Gloria Schmitz,YouTube,3.6,Git,6.4,20-05-2022,1.0
798,Alice Washington,Яндекс.Музыка,2.2,PyCharm,7.8,20-05-2022,1.0
1761,Charles Brown,Яндекс.Музыка,2.8,PyCharm,7.2,20-05-2022,1.0
2918,Gary Richardson,Яндекс.Музыка,3.7,Git,6.3,20-05-2022,2.0
1476,Natasha Andrews,Яндекс.Музыка,2.4,Teams,7.6,20-05-2022,0.5
100,Lisa Johnston,Яндекс.Музыка,3.7,PyCharm,6.3,20-05-2022,0.0
2664,Jimmy Williamson,YouTube,3.2,PgAdmin4,6.8,21-05-2022,1.0
2610,Larry Williamson,Яндекс.Музыка,3.9,Teams,6.1,21-05-2022,1.0
461,Dorathy Lander,Яндекс.Музыка,3.7,PgAdmin4,6.3,21-05-2022,0.0
64,Jerome Lawrence,Яндекс.Музыка,9.0,Git,1.0,21-05-2022,0.5
1436,Vincent Robertson,Twitch,7.3,Git,2.7,21-05-2022,2.0
1154,Joyce Osborne,Twitch,2.4,Git,7.6,21-05-2022,1.0
2060,Wilma Harden,Twitch,2.1,PgAdmin4,7.9,21-05-2022,1.5
1354,Jacob Cole,Яндекс.Музыка,2.8,Git,7.2,21-05-2022,0.5
742,Brent Degan,Twitch,3.4,PyCharm,6.6,21-05-2022,0.0
2378,Nellie Alexander,Яндекс.Музыка,2.6,PyCharm,7.4,21-05-2022,1.0
170,Leah Mendoza,Twitch,3.8,Git,6.2,21-05-2022,0.5
2276,Raymond Trevino,Яндекс.Музыка,3.5,PyCharm,6.5,21-05-2022,0.5
2575,Eliz Urban,YouTube,3.0,PyCharm,7.0,21-05-2022,1.0
2950,Jay Traficante,YouTube,3.0,PgAdmin4,7.0,21-05-2022,1.5
1680,Dorthea Guyton,Яндекс.Музыка,2.9,PyCharm,7.1,21-05-2022,1.0
1073,Rogelio Degeyter,YouTube,6.8,PyCharm,3.2,21-05-2022,0.5
1251,Tonya Rhodes,Twitch,2.9,PgAdmin4,7.1,21-05-2022,1.0
1786,Joe Gordon,Twitch,3.4,Git,6.6,21-05-2022,1.0
1874,Shirley Murphree,YouTube,2.2,Git,7.8,22-05-2022,1.0
1040,Emmie Jenkins,Twitch,2.7,Teams,7.3,22-05-2022,0.5
409,Rose Vanatta,YouTube,3.8,Teams,6.2,22-05-2022,1.0
2804,Maxie Banks,YouTube,2.6,PgAdmin4,7.4,22-05-2022,0.5
1973,Curtis Davis,YouTube,2.1,Teams,7.9,22-05-2022,0.5
525,Kenneth Harvey,Twitch,2.9,Teams,7.1,22-05-2022,1.5
1088,William Diaz,Яндекс.Музыка,3.2,PyCharm,6.8,22-05-2022,1.0
172,Leah Mendoza,YouTube,2.5,Teams,7.5,22-05-2022,0.5
562,Dwayne Williams,YouTube,2.6,Teams,7.4,22-05-2022,1.5
2694,George Chausse,Яндекс.Музыка,2.3,PgAdmin4,7.7,22-05-2022,0.5
2044,Wilma Harden,YouTube,8.6,PyCharm,1.4,22-05-2022,1.0
2657,Jimmy Williamson,Яндекс.Музыка,2.0,Teams,8.0,22-05-2022,1.0
1306,Ralph Roache,Twitch,3.8,PyCharm,6.2,22-05-2022,0.5
2916,Gary Richardson,Яндекс.Музыка,2.3,PgAdmin4,7.7,22-05-2022,0.5
205,Yvette Dugas,Яндекс.Музыка,2.6,Teams,7.4,22-05-2022,0.0
792,Alice Washington,YouTube,8.8,Teams,1.2,22-05-2022,1.0
1635,David Lott,YouTube,2.1,PgAdmin4,7.9,22-05-2022,1.5
1362,Jacob Cole,Яндекс.Музыка,2.4,PyCharm,7.6,22-05-2022,0.5
2087,Rafael Lampe,Яндекс.Музыка,7.3,Teams,2.7,22-05-2022,1.5
1433,Vincent Robertson,Twitch,3.6,Teams,6.4,22-05-2022,0.5
353,Louise Gerber,YouTube,2.1,Teams,7.9,22-05-2022,1.0
1323,Steve Wolcott,YouTube,3.4,PyCharm,6.6,22-05-2022,1.5
2490,Michelle Robbins,YouTube,6.2,Git,3.8,22-05-2022,0.5
989,Mary Remis,YouTube,3.2,PyCharm,6.8,22-05-2022,0.5
1227,Thersa Willhite,Яндекс.Музыка,3.3,Git,6.7,23-05-2022,0.5
604,Marvin Hansen,YouTube,2.5,Teams,7.5,23-05-2022,2.0
1894,Ray Zanola,Twitch,3.1,Git,6.9,23-05-2022,0.5
889,Michael Cuneo,YouTube,2.1,Git,7.9,23-05-2022,0.5
2552,Eliz Urban,Twitch,3.7,PyCharm,6.3,23-05-2022,0.5
1106,William Diaz,Twitch,2.6,PgAdmin4,7.4,23-05-2022,2.0
209,Yvette Dugas,Twitch,3.6,PyCharm,6.4,23-05-2022,0.0
950,Glenda Boswell,Яндекс.Музыка,3.3,Teams,6.7,23-05-2022,0.5
2169,Wendy Orr,Яндекс.Музыка,2.5,Teams,7.5,23-05-2022,1.5
338,Louise Gerber,Яндекс.Музыка,2.9,PyCharm,7.1,23-05-2022,1.0
861,Lacie Jennings,Twitch,2.9,Git,7.1,23-05-2022,1.0
1668,David Herman,YouTube,3.5,PyCharm,6.5,23-05-2022,1.5
830,Janel Peeler,Яндекс.Музыка,3.4,Git,6.6,23-05-2022,1.0
393,Rose Vanatta,Яндекс.Музыка,2.5,PgAdmin4,7.5,23-05-2022,1.0
1637,David Lott,YouTube,2.7,Teams,7.3,23-05-2022,1.0
2311,Lyndon Falls,YouTube,3.0,PyCharm,7.0,23-05-2022,1.0
1026,Emmie Jenkins,Яндекс.Музыка,3.2,PyCharm,6.8,23-05-2022,1.5
1164,Joyce Osborne,Twitch,3.8,Git,6.2,23-05-2022,1.5
305,David Orr,Яндекс.Музыка,2.9,Teams,7.1,23-05-2022,0.5
27,Paul Glass,Яндекс.Музыка,2.8,Teams,7.2,23-05-2022,0.5
2946,Jay Traficante,Twitch,3.0,Git,7.0,23-05-2022,0.5
1760,Charles Brown,YouTube,3.6,Git,6.4,23-05-2022,0.5
2479,Kathryn Ford,Twitch,3.9,PyCharm,6.1,23-05-2022,1.5
2023,Ruby Dicus,Twitch,3.5,PyCharm,6.5,23-05-2022,0.5
1556,Thomas Poore,Twitch,3.1,PgAdmin4,6.9,24-05-2022,1.0
2410,Laura Acker,YouTube,2.9,Git,7.1,24-05-2022,1.0
1788,Joe Gordon,Яндекс.Музыка,2.3,Teams,7.7,24-05-2022,1.0
553,Dwayne Williams,Яндекс.Музыка,3.9,PgAdmin4,6.1,24-05-2022,1.5
1594,Jerry Joy,Twitch,3.0,Teams,7.0,24-05-2022,1.5
2619,Larry Williamson,YouTube,2.9,Teams,7.1,24-05-2022,1.0
2501,Michelle Robbins,YouTube,2.1,Teams,7.9,24-05-2022,1.5
1999,Elinor Hill,YouTube,4.0,PgAdmin4,6.0,24-05-2022,2.0
2450,Donnie Flores,Twitch,2.8,Teams,7.2,24-05-2022,1.0
2849,Bruce Makela,Яндекс.Музыка,3.9,PgAdmin4,6.1,24-05-2022,1.0
2485,Kathryn Ford,YouTube,3.0,PyCharm,7.0,24-05-2022,1.5
280,Lisa Bailes,Twitch,3.6,Teams,6.4,25-05-2022,1.5
849,Lacie Jennings,Twitch,7.2,Teams,2.8,25-05-2022,1.0
2262,Raymond Trevino,Яндекс.Музыка,6.7,Git,3.3,25-05-2022,1.5
456,Dorathy Lander,YouTube,2.1,Git,7.9,25-05-2022,1.5
750,William Dixon,YouTube,2.2,Git,7.8,25-05-2022,0.5
1332,Steve Wolcott,Twitch,3.6,Teams,6.4,25-05-2022,1.5
1527,Linda Valdez,YouTube,3.6,PgAdmin4,6.4,25-05-2022,1.0
2677,George Chausse,YouTube,3.4,Git,6.6,25-05-2022,1.0
2582,Florence Smith,Яндекс.Музыка,3.4,PyCharm,6.6,25-05-2022,2.0
1046,Emmie Jenkins,YouTube,3.6,Git,6.4,25-05-2022,1.0
2985,Jeanne Taylor,YouTube,3.1,PgAdmin4,6.9,25-05-2022,1.0
954,Glenda Boswell,Яндекс.Музыка,2.4,PyCharm,7.6,25-05-2022,1.0
626,Marvin Hansen,Яндекс.Музыка,3.2,PyCharm,6.8,25-05-2022,2.0
2550,Eliz Urban,YouTube,2.8,PgAdmin4,7.2,25-05-2022,1.5
1392,Anthony Hankerson,Яндекс.Музыка,3.7,PyCharm,6.3,26-05-2022,0.5
258,Lynne Dozier,YouTube,2.2,PyCharm,7.8,26-05-2022,0.5
1022,Emmie Jenkins,Яндекс.Музыка,2.6,Teams,7.4,26-05-2022,0.5
2352,Sarah Harwood,YouTube,7.4,PgAdmin4,2.6,26-05-2022,1.0
641,Randy Balch,Twitch,3.2,PgAdmin4,6.8,26-05-2022,2.0
1631,David Lott,YouTube,3.6,Git,6.4,26-05-2022,1.0
2314,Lyndon Falls,Twitch,3.9,Teams,6.1,26-05-2022,1.0
2995,Jeanne Taylor,YouTube,2.8,Git,7.2,26-05-2022,0.5
481,Anthony Wright,Яндекс.Музыка,2.2,Git,7.8,26-05-2022,1.5
2651,Jimmy Williamson,YouTube,2.0,PyCharm,8.0,26-05-2022,2.5
1341,Steve Wolcott,Яндекс.Музыка,2.5,PgAdmin4,7.5,26-05-2022,0.0
2281,Robert Bennett,YouTube,3.5,PyCharm,6.5,26-05-2022,0.5
1262,Lois Harrington,YouTube,2.4,PyCharm,7.6,26-05-2022,1.0
173,Leah Mendoza,Twitch,2.2,Git,7.8,26-05-2022,1.0
2143,Allison Sharkey,Twitch,2.3,Git,7.7,26-05-2022,2.0
928,Carlton Peyton,YouTube,3.6,PyCharm,6.4,26-05-2022,0.5
2772,Max Ceasar,Яндекс.Музыка,2.5,Git,7.5,26-05-2022,0.5
2171,Wendy Orr,YouTube,3.9,Teams,6.1,26-05-2022,1.0
2124,Scott Self,YouTube,3.6,Teams,6.4,26-05-2022,0.5
455,Dorathy Lander,YouTube,7.0,PgAdmin4,3.0,26-05-2022,0.5
2196,Barry Powell,YouTube,3.4,PyCharm,6.6,26-05-2022,1.0
958,Glenda Boswell,Яндекс.Музыка,3.0,Git,7.0,26-05-2022,1.0
560,Dwayne Williams,Twitch,3.1,PgAdmin4,6.9,26-05-2022,2.0
1672,David Herman,YouTube,2.2,PgAdmin4,7.8,26-05-2022,2.0
706,Louis Stater,Яндекс.Музыка,2.6,Teams,7.4,26-05-2022,0.5
1904,Ray Zanola,Яндекс.Музыка,7.8,PyCharm,2.2,27-05-2022,0.5
2004,Elinor Hill,YouTube,3.1,PyCharm,6.9,27-05-2022,0.5
2354,Sarah Harwood,YouTube,2.6,Teams,7.4,27-05-2022,1.5
1781,Joe Gordon,Twitch,2.4,PgAdmin4,7.6,27-05-2022,0.5
14,Paul Glass,YouTube,2.8,PgAdmin4,7.2,27-05-2022,1.5
1829,Carol Chapman,Twitch,3.0,PgAdmin4,7.0,27-05-2022,0.5
1449,Lachelle Armstrong,Яндекс.Музыка,2.1,Git,7.9,27-05-2022,2.5
916,Carlton Peyton,YouTube,3.1,PyCharm,6.9,27-05-2022,1.5
2503,Michelle Robbins,Twitch,2.7,PyCharm,7.3,27-05-2022,0.5
2558,Eliz Urban,Яндекс.Музыка,3.7,PyCharm,6.3,27-05-2022,1.5
2937,Gary Richardson,YouTube,3.3,PyCharm,6.7,27-05-2022,1.0
2013,Ruby Dicus,Twitch,3.7,Git,6.3,27-05-2022,2.5
933,Glenda Boswell,Яндекс.Музыка,3.6,PyCharm,6.4,27-05-2022,1.5
470,Dorathy Lander,Яндекс.Музыка,2.7,Teams,7.3,27-05-2022,0.5
2215,Barry Powell,YouTube,3.3,Teams,6.7,27-05-2022,1.0
656,Randy Balch,YouTube,2.3,Git,7.7,27-05-2022,2.0
1723,Irene Semmes,Яндекс.Музыка,2.4,Teams,7.6,27-05-2022,1.5
1878,Shirley Murphree,YouTube,3.5,Teams,6.5,27-05-2022,1.0
543,Dwayne Williams,YouTube,2.7,Teams,7.3,27-05-2022,1.0
702,Louis Stater,YouTube,7.1,PyCharm,2.9,28-05-2022,0.5
1875,Shirley Murphree,YouTube,7.7,Teams,2.3,28-05-2022,1.5
2395,Nellie Alexander,Яндекс.Музыка,2.4,Teams,7.6,28-05-2022,1.0
2191,Barry Powell,YouTube,2.9,Teams,7.1,28-05-2022,0.5
2334,Lyndon Falls,Яндекс.Музыка,8.0,PgAdmin4,2.0,28-05-2022,0.5
2481,Kathryn Ford,Twitch,3.9,Teams,6.1,28-05-2022,1.5
529,Kenneth Harvey,Яндекс.Музыка,2.6,PyCharm,7.4,28-05-2022,1.0
1054,Rogelio Degeyter,YouTube,3.0,Teams,7.0,28-05-2022,0.0
2250,Raymond Trevino,YouTube,3.8,PyCharm,6.2,28-05-2022,0.5
210,Salvatore Ketron,Twitch,3.8,PgAdmin4,6.2,28-05-2022,1.0
785,Alice Washington,Яндекс.Музыка,3.8,PyCharm,6.2,28-05-2022,0.5
1597,Jerry Joy,Яндекс.Музыка,3.1,PyCharm,6.9,28-05-2022,1.0
282,Lisa Bailes,Twitch,2.4,Git,7.6,28-05-2022,0.0
1372,Jacob Cole,Twitch,3.7,Git,6.3,28-05-2022,1.0
1762,Charles Brown,YouTube,2.1,Teams,7.9,28-05-2022,1.0
1646,David Lott,YouTube,3.4,PyCharm,6.6,28-05-2022,0.5
1676,David Herman,YouTube,2.5,Git,7.5,28-05-2022,0.0
2698,George Chausse,Яндекс.Музыка,3.1,Git,6.9,28-05-2022,0.5
1567,John Galvin,Яндекс.Музыка,2.9,Teams,7.1,28-05-2022,2.5
1437,Vincent Robertson,YouTube,2.7,Git,7.3,28-05-2022,1.0
1921,Anna Lauer,Яндекс.Музыка,8.6,PgAdmin4,1.4,29-05-2022,0.0
1057,Rogelio Degeyter,Twitch,3.2,PyCharm,6.8,29-05-2022,1.5
2219,Barry Powell,Twitch,3.8,PyCharm,6.2,29-05-2022,1.5
711,Louis Stater,YouTube,2.8,Git,7.2,29-05-2022,1.0
1814,Carol Chapman,Twitch,2.2,PgAdmin4,7.8,29-05-2022,2.0
2325,Lyndon Falls,YouTube,2.9,PyCharm,7.1,29-05-2022,0.5
1980,Elinor Hill,Twitch,3.3,PgAdmin4,6.7,29-05-2022,1.5
12,Paul Glass,Яндекс.Музыка,3.5,PgAdmin4,6.5,29-05-2022,2.0
860,Lacie Jennings,Яндекс.Музыка,2.1,Teams,7.9,29-05-2022,1.0
1541,Thomas Poore,Twitch,2.4,PyCharm,7.6,29-05-2022,1.0
2388,Nellie Alexander,YouTube,2.5,PyCharm,7.5,29-05-2022,0.0
2588,Florence Smith,Яндекс.Музыка,3.8,PyCharm,6.2,29-05-2022,0.5
316,David Orr,Яндекс.Музыка,3.4,Teams,6.6,29-05-2022,0.5
2727,Ann Gardner,Twitch,3.6,PgAdmin4,6.4,29-05-2022,1.0
2786,Max Ceasar,Twitch,3.2,Teams,6.8,29-05-2022,1.0
2922,Gary Richardson,Twitch,2.6,Git,7.4,29-05-2022,1.5
2986,Jeanne Taylor,YouTube,3.5,PgAdmin4,6.5,29-05-2022,2.5
2415,Laura Acker,YouTube,3.6,PyCharm,6.4,29-05-2022,0.5
1181,Howard Barnes,YouTube,2.8,PyCharm,7.2,29-05-2022,0.0
1348,Steve Wolcott,Twitch,3.1,Git,6.9,29-05-2022,1.5
1583,John Galvin,Яндекс.Музыка,3.6,Git,6.4,29-05-2022,0.0
59,Sandra Cox,Twitch,3.4,PyCharm,6.6,29-05-2022,0.0
793,Alice Washington,YouTube,3.8,PgAdmin4,6.2,29-05-2022,0.5
847,Lacie Jennings,YouTube,2.1,Teams,7.9,30-05-2022,0.5
976,Mary Remis,Яндекс.Музыка,2.8,Teams,7.2,30-05-2022,1.0
1689,Dorthea Guyton,Яндекс.Музыка,2.5,PgAdmin4,7.5,30-05-2022,1.5
161,Leah Mendoza,YouTube,3.5,Git,6.5,30-05-2022,2.0
1406,Anthony Hankerson,YouTube,2.5,PgAdmin4,7.5,30-05-2022,0.5
1485,Natasha Andrews,YouTube,2.8,Teams,7.2,30-05-2022,1.5
356,Louise Gerber,Twitch,3.6,Teams,6.4,30-05-2022,1.5
496,Anthony Wright,YouTube,3.7,Teams,6.3,30-05-2022,1.0
1084,William Diaz,Twitch,3.4,PyCharm,6.6,30-05-2022,1.0
2149,Allison Sharkey,Яндекс.Музыка,3.1,Git,6.9,30-05-2022,0.5
1869,Shirley Murphree,Яндекс.Музыка,4.0,Git,6.0,30-05-2022,1.5
2654,Jimmy Williamson,Twitch,3.7,Teams,6.3,30-05-2022,3.0
2285,Robert Bennett,YouTube,2.4,Teams,7.6,30-05-2022,0.5
2063,Wilma Harden,YouTube,7.4,Teams,2.6,30-05-2022,1.0
2214,Barry Powell,Яндекс.Музыка,3.6,Teams,6.4,30-05-2022,1.0
1841,Robert Locke,Яндекс.Музыка,8.7,Teams,1.3,30-05-2022,1.0
1066,Rogelio Degeyter,Twitch,3.3,PgAdmin4,6.7,30-05-2022,1.5
19,Paul Glass,Яндекс.Музыка,3.3,Teams,6.7,30-05-2022,0.5
983,Mary Remis,Яндекс.Музыка,3.1,PyCharm,6.9,31-05-2022,0.5
1099,William Diaz,Twitch,3.7,Git,6.3,31-05-2022,2.0
1037,Emmie Jenkins,Twitch,3.1,PgAdmin4,6.9,31-05-2022,0.5
2080,Rafael Lampe,Twitch,2.8,PyCharm,7.2,31-05-2022,1.0
347,Louise Gerber,YouTube,3.3,PgAdmin4,6.7,31-05-2022,0.5
2408,Laura Acker,YouTube,6.4,Git,3.6,31-05-2022,0.5
2199,Barry Powell,YouTube,2.6,Git,7.4,31-05-2022,1.0
2812,Maxie Banks,YouTube,2.7,Git,7.3,31-05-2022,0.5
1278,Lois Harrington,Яндекс.Музыка,2.1,PgAdmin4,7.9,31-05-2022,2.5
631,Randy Balch,Twitch,8.0,Git,2.0,31-05-2022,1.5
1950,Curtis Davis,Яндекс.Музыка,3.3,PgAdmin4,6.7,31-05-2022,1.0
368,Jeffrey Crumley,Twitch,2.8,PyCharm,7.2,31-05-2022,1.0
1216,Thersa Willhite,YouTube,7.9,Teams,2.1,31-05-2022,0.0
738,Brent Degan,Яндекс.Музыка,2.3,PgAdmin4,7.7,31-05-2022,0.5
2988,Jeanne Taylor,YouTube,3.4,Teams,6.6,31-05-2022,2.0
2628,Larry Williamson,YouTube,2.2,PyCharm,7.8,31-05-2022,1.5
2342,Sarah Harwood,Яндекс.Музыка,2.2,PyCharm,7.8,31-05-2022,1.0
552,Dwayne Williams,Яндекс.Музыка,2.5,PgAdmin4,7.5,31-05-2022,2.0
1165,Joyce Osborne,Яндекс.Музыка,3.4,Git,6.6,31-05-2022,0.5
1,Paul Glass,Яндекс.Музыка,2.8,Git,7.2,31-05-2022,2.0
1508,Linda Valdez,Яндекс.Музыка,3.8,Git,6.2,31-05-2022,1.5
1192,Howard Barnes,Яндекс.Музыка,6.4,PyCharm,3.6,31-05-2022,0.5
2333,Lyndon Falls,Яндекс.Музыка,2.9,Git,7.1,31-05-2022,2.0
765,William Dixon,Яндекс.Музыка,4.0,Git,6.0,31-05-2022,1.0
1704,Dorthea Guyton,YouTube,2.9,Git,7.1,31-05-2022,0.0
1250,Tonya Rhodes,Яндекс.Музыка,3.7,PyCharm,6.3,31-05-2022,2.5
2707,Ann Gardner,Яндекс.Музыка,4.0,Teams,6.0,31-05-2022,1.5
2790,Maxie Banks,Twitch,2.4,Teams,7.6,01-06-2022,1.5
2335,Lyndon Falls,Яндекс.Музыка,3.6,PyCharm,6.4,01-06-2022,2.0
1170,Howard Barnes,Яндекс.Музыка,4.0,PgAdmin4,6.0,01-06-2022,0.5
1622,David Lott,YouTube,3.3,PgAdmin4,6.7,01-06-2022,0.0
2689,George Chausse,Twitch,2.3,Git,7.7,01-06-2022,1.5
1600,Jerry Joy,YouTube,3.5,PgAdmin4,6.5,01-06-2022,1.0
500,Anthony Wright,YouTube,3.2,Git,6.8,01-06-2022,0.5
2185,Wendy Orr,YouTube,2.5,Git,7.5,01-06-2022,1.0
1307,Ralph Roache,Twitch,2.2,PyCharm,7.8,01-06-2022,1.5
2456,Donnie Flores,YouTube,3.5,Teams,6.5,01-06-2022,1.0
2151,Allison Sharkey,Twitch,3.3,Teams,6.7,01-06-2022,2.0
1168,Joyce Osborne,Яндекс.Музыка,2.2,Git,7.8,01-06-2022,1.0
1014,Priscilla Boyd,Twitch,7.9,PyCharm,2.1,01-06-2022,1.0
2518,Michelle Robbins,YouTube,3.0,Teams,7.0,01-06-2022,0.5
1838,Robert Locke,YouTube,3.3,PyCharm,6.7,01-06-2022,0.5
475,Dorathy Lander,Twitch,2.7,PyCharm,7.3,01-06-2022,2.0
826,Janel Peeler,YouTube,3.1,Git,6.9,01-06-2022,1.5
421,Ann Flanagan,Twitch,3.4,PgAdmin4,6.6,01-06-2022,1.0
92,Lisa Johnston,Яндекс.Музыка,2.9,Teams,7.1,01-06-2022,1.0
1549,Thomas Poore,Яндекс.Музыка,2.3,Teams,7.7,01-06-2022,1.0
1678,David Herman,Яндекс.Музыка,4.0,Git,6.0,01-06-2022,1.0
2611,Larry Williamson,Twitch,6.3,PyCharm,3.7,01-06-2022,0.5
2764,Max Ceasar,Яндекс.Музыка,3.9,PgAdmin4,6.1,01-06-2022,1.0
301,David Orr,Яндекс.Музыка,2.6,PyCharm,7.4,01-06-2022,0.5
1422,Vincent Robertson,Яндекс.Музыка,3.7,PyCharm,6.3,01-06-2022,1.5
1696,Dorthea Guyton,YouTube,2.9,PgAdmin4,7.1,02-06-2022,1.5
122,John Vest,Twitch,3.0,PyCharm,7.0,02-06-2022,1.5
1346,Steve Wolcott,Twitch,6.5,Teams,3.5,02-06-2022,2.0
2130,Allison Sharkey,YouTube,3.9,PgAdmin4,6.1,02-06-2022,1.0
1923,Anna Lauer,Twitch,2.4,Teams,7.6,02-06-2022,0.5
858,Lacie Jennings,Яндекс.Музыка,2.7,PyCharm,7.3,02-06-2022,1.0
1317,Ralph Roache,Яндекс.Музыка,2.4,PyCharm,7.6,02-06-2022,0.5
2057,Wilma Harden,Twitch,3.4,Teams,6.6,02-06-2022,1.0
2705,Ann Gardner,YouTube,2.7,PgAdmin4,7.3,02-06-2022,1.0
2329,Lyndon Falls,Яндекс.Музыка,3.4,Git,6.6,02-06-2022,1.5
2556,Eliz Urban,Яндекс.Музыка,3.0,PgAdmin4,7.0,02-06-2022,3.0
951,Glenda Boswell,YouTube,3.6,Git,6.4,02-06-2022,0.5
2278,Raymond Trevino,Twitch,3.5,PgAdmin4,6.5,02-06-2022,1.5
1736,Irene Semmes,Яндекс.Музыка,2.5,Teams,7.5,02-06-2022,0.5
886,Michael Cuneo,Яндекс.Музыка,3.6,PyCharm,6.4,02-06-2022,1.5
1658,David Herman,Twitch,3.5,Git,6.5,02-06-2022,0.5
2364,Sarah Harwood,Twitch,2.8,PyCharm,7.2,02-06-2022,1.0
1850,Robert Locke,Twitch,2.0,Git,8.0,02-06-2022,0.5
2235,Joseph Pike,Яндекс.Музыка,3.4,Teams,6.6,02-06-2022,1.0
2789,Max Ceasar,Twitch,2.1,PyCharm,7.9,02-06-2022,0.0
1765,Charles Brown,Яндекс.Музыка,3.6,Git,6.4,02-06-2022,0.5
1091,William Diaz,Яндекс.Музыка,3.2,Git,6.8,02-06-2022,0.5
2880,Amanda Leatham,Twitch,3.0,PyCharm,7.0,03-06-2022,2.0
745,Brent Degan,YouTube,2.1,Git,7.9,03-06-2022,0.5
1318,Ralph Roache,Twitch,3.7,PyCharm,6.3,03-06-2022,1.0
764,William Dixon,YouTube,2.7,Teams,7.3,03-06-2022,0.5
2073,Rafael Lampe,YouTube,6.8,Teams,3.2,03-06-2022,0.0
1557,Thomas Poore,Яндекс.Музыка,3.0,PgAdmin4,7.0,03-06-2022,0.5
2938,Gary Richardson,Twitch,2.6,PgAdmin4,7.4,03-06-2022,1.0
1118,Nicole Natalie,YouTube,3.2,PyCharm,6.8,03-06-2022,1.0
1842,Robert Locke,Яндекс.Музыка,8.1,PgAdmin4,1.9,03-06-2022,1.0
1454,Lachelle Armstrong,Twitch,2.0,Git,8.0,03-06-2022,1.5
1279,Lois Harrington,YouTube,4.0,Teams,6.0,03-06-2022,1.0
1573,John Galvin,YouTube,2.8,PgAdmin4,7.2,03-06-2022,1.0
2137,Allison Sharkey,YouTube,2.9,PgAdmin4,7.1,03-06-2022,0.5
568,Dwayne Williams,Twitch,2.5,PgAdmin4,7.5,03-06-2022,0.5
2268,Raymond Trevino,Twitch,3.4,Teams,6.6,04-06-2022,0.5
317,David Orr,YouTube,2.3,PyCharm,7.7,04-06-2022,0.0
2241,Joseph Pike,YouTube,2.2,Teams,7.8,04-06-2022,1.0
790,Alice Washington,Яндекс.Музыка,7.3,PgAdmin4,2.7,04-06-2022,1.5
1347,Steve Wolcott,YouTube,7.1,PgAdmin4,2.9,04-06-2022,1.0
1589,John Galvin,YouTube,2.6,PyCharm,7.4,04-06-2022,0.5
2872,Gloria Schmitz,YouTube,2.2,PgAdmin4,7.8,04-06-2022,0.5
1898,Ray Zanola,YouTube,3.3,PgAdmin4,6.7,04-06-2022,1.0
2836,Bruce Makela,YouTube,2.3,Git,7.7,04-06-2022,1.5
1038,Emmie Jenkins,Twitch,2.6,Teams,7.4,04-06-2022,1.5
1957,Curtis Davis,Twitch,3.1,Git,6.9,04-06-2022,0.5
1857,Robert Locke,Twitch,2.0,PgAdmin4,8.0,04-06-2022,2.0
469,Dorathy Lander,Яндекс.Музыка,6.2,PyCharm,3.8,05-06-2022,1.0
